link,white,black,white_titled,black_titled,white_elo,black_elo,result,white_rating_diff,black_rating_diff,time_control,termination,eco,opening,moves_uci,num_moves
https://lichess.org/G3UElUVF,Sami_Muhammad_004,QueenGoDeletus,,,2073,2095,1/2-1/2,+0,+0,600+0,Normal,B01,Scandinavian Defense: Main Line,e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 f1c4 g8f6 d2d3 c8g4 f2f3 g4d7 c1d2 a5b6 g1e2 e7e6 d1c1 f8e7 d2e3 b6a5 e1g1 b7b5 c4b3 e8g8 e3d2 a5b6 d2e3 b6b7 e2d4 c7c5 d4e2 b8c6 c3e4 f6e4 f3e4 c6a5 f1f3 c5c4 d3c4 b5c4 e3d2 b7b6 d2e3 e7c5 e3c5 b6c5 g1h1 c4b3 a2b3 a5c6 f3c3 c5f2 e2g3 a8c8 c1g5 h7h6 g5g4 c6e5 g4h4 c8c3 b2c3 f2c2 h2h3 c2c3 a1a7 f8c8 g3h5 c3b3 h5f6 g7f6 h4f6 b3d1 h1h2 e5g6 a7a3 d1d6 a3g3 c8c5 f6f3 c5g5 e4e5 d6e5 f3a8 g8g7 a8f3 e5g3 f3g3 g5g3 h2g3 h6h5 g3f3 e6e5 f3e3 g7f6 g2g3 f6g5 h3h4 g6h4 g3h4 g5h4 e3e4 h4g3 e4e5 h5h4 e5d6 h4h3 d6d7 f7f5 d7e6 f5f4 e6f5 h3h2 f5g5 h2h1q g5f5 f4f3 f5e4 f3f2 e4f5 f2f1q f5g5 h1f3 g5g6 g3f2 g6g5 f2e2 g5h4 f1g2,128
https://lichess.org/cTSYqnIz,abdulvahhab,iamnotsureee,,,2258,2033,1-0,,,600+0,Normal,B21,Sicilian Defense: Smith-Morra Gambit,e2e4 c7c5 d2d4 c5d4 d1d4 b8c6 d4c4 e7e6 g1f3 g8f6 c1g5 f8e7 g5f6 e7f6 c2c3 d7d5 e4d5 e6d5 c4e2 c8e6 e2b5 a8b8 f1d3 e8g8 e1g1 a7a6 b5a4 a6a5 d3b5 c6b4 a2a3 b4c2 a4c2 e6g4 f3e1 f6e5 h2h3 g4h3 e1f3 e5g3,40
https://lichess.org/KgTgCaJ6,walgod,TheTerrorError,,,2101,2089,1-0,+9,-8,900+10,Normal,E20,Nimzo-Indian Defense: Kmoch Variation,d2d4 g8f6 c2c4 e7e6 b1c3 f8b4 f2f3 d7d5 a2a3 b4c3 b2c3 e8g8 c4d5 e6d5 e2e3 f8e8 f1d3 c7c5 g1e2 c5c4 d3c2 b8c6 e1g1 b7b5 e2g3 a7a6 e3e4 d8c7 e4e5 f6d7 f3f4 d7f8 f4f5 c8b7 d1g4 a6a5 g3h5,37
https://lichess.org/VKOgeBjE,Sigarilyo,tirelessfighter4,,,2137,2133,0-1,-20,+22,600+0,Normal,B23,Sicilian Defense: Closed,e2e4 c7c5 b1c3 e7e5 f1c4 g8f6 f2f4 d7d6 g1f3 b8c6 f3g5 c8e6 c4e6 f7e6 g5e6 d8e7 f4f5 c6d4 e6d4 e5d4 c3d5 e7e4 d5e3 d4e3 d1h5 f6h5,26
https://lichess.org/u0zmQR1E,Csubi123,sumpor,,,2212,2353,0-1,-6,+4,600+0,Normal,C42,"Petrov's Defense: Classical Attack, Chigorin Variation",e2e4 e7e5 g1f3 g8f6 f3e5 d7d6 e5f3 f6e4 d2d4 d6d5 f1d3 b8c6 e1g1 f8e7 f1e1 c8g4 c2c4 e4f6 b1c3 e8g8 c1e3 c6b4 d3e2 d5c4 e2c4 g4f3 g2f3 b4d5 c3d5 f6d5 d1b3 d5b6 c4d3 e7d6 a1d1 d8h4 d3b1 h4h3 f3f4 a8e8 b3d3 b6d5 a2a3 e8e6 d3f5 e6g6,46
https://lichess.org/ypjmY7Pj,SAPARI_CB,sayedseko,,,2040,2084,1-0,+6,-7,600+0,Normal,B28,"Sicilian Defense: O'Kelly Variation, Venice System, Gambit Line",e2e4 c7c5 g1f3 a7a6 c2c3 d7d5 e4d5 g8f6 d2d4 d8d5 c3c4 d5e4 c1e3 f6g4 b1c3 g4e3 f2e3 e4e3 f1e2 e7e6 d4d5 f8d6 d5e6 e3e6 e1g1 e8g8 c3d5 e6h6 h2h3 b8c6 d1d3 c6b4 d5b4 c5b4 a1d1 d6c5 g1h1 c8e6 f3e5 a8d8 d3d8 f8d8 d1d8 c5f8 e5g4 h6g5 d8a8 h7h5 g4h2 g7g6 b2b3 g8h7 a8f8 g5e3 e2f3 b7b6 f3d5 h7g7 f8e8 e3e2 e8e7 e6d5 e7e2,63
https://lichess.org/yqUPGNTv,genescott,Preneesh,,,2224,2175,0-1,-7,+7,600+5,Normal,D11,"Slav Defense: Quiet Variation, Pin Defense",d2d4 g8f6 g1f3 d7d5 e2e3 c8g4 c2c4 c7c6 d1b3 d8c8 f3e5 e7e6 e5g4 f6g4 f2f3 g4f6 c1d2 f8d6 d2b4 c6c5 b4c5 d6c5 d4c5 e8g8 b1c3 c8c5 c4d5 c5e3 f1e2 e6d5 c3d5 f6d5 b3d5 f8e8 d5d2 e3e6 e1f2 b8c6 h1e1 a8d8 d2c3 c6d4,42
https://lichess.org/YnOuwzBU,TyurikovAB,harryc50,,,2084,2123,0-1,-5,+6,600+0,Time forfeit,C00,French Defense: Steiner Variation,e2e4 e7e6 c2c4 d7d5 c4d5 e6d5 e4d5 g8f6 b1c3 f6d5 f1c4 c8e6 c4d5 e6d5 c3d5 d8d5 g1e2 f8d6 e1g1 e8g8 d2d4 b8c6 c1e3 d5h5 e2g3 h5h4 f2f4 f8e8 g3f5 h4f6 f5d6 f6d6 d1f3 c6d4 f3f2 d4f5 e3c5 d6c6 a1c1 c6b5 c5a3 c7c6 c1c5 b5d3 c5c3 d3e2 f2e2 e8e2 f1f3 a8d8 c3d3 d8e8 h2h3 f5e3 f3g3 e3d5 d3f3 f7f5 g3g5 g7g6 h3h4 g8g7 h4h5 e8e6 h5g6 e6g6 g5g6 h7g6 f3b3 b7b6 g2g3 e2e3 b3e3 d5e3 g1f2 e3d5 a3d6 g7f6 d6e5 f6e6 a2a3 c6c5 f2e2 c5c4 e2d2 b6b5 e5d4 a7a6 d4e5 d5e7 d2e3 e6d5 e5f6 e7c6 f6c3 a6a5 e3f3 b5b4 a3b4 a5b4 c3g7 c6d4 f3e3 d4c2 e3d2 c2d4 g7f6 d5e4 f6e7 b4b3 d2c3 e4d5 c3d2 d4c6 e7f6 c6b4 d2c3 b4d3 c3d2 d3f2 d2e3 f2e4 g3g4 e4f6 g4f5 g6f5 e3f3 f6g4 f3e2 d5e4 e2d2 e4f4 d2c3 g4e3,134
https://lichess.org/5JUh55BB,seso_9,justinzhengbc,,,2361,2242,1-0,+4,-4,600+0,Normal,E73,King's Indian Defense: Semi-Averbakh System,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 d7d6 f1e2 e8g8 c1e3 b8c6 d1d2 f6g4 e2g4 c8g4 h2h3 g4d7 e1c1 c6a5 b2b3 c7c6 h3h4 h7h5 e3h6 b7b5 h6g7 g8g7 c4c5 d6d5 e4d5 c6d5 c3d5 d7g4 f2f3 d8d5 f3g4 a5c6 g4h5 d5h5 g1f3 a7a5 d2g5 a5a4 g5h5 g6h5 d4d5 c6b4 a2a3 b4a2 c1b2 a4b3 b2b3 b5b4 b3a2 a8a3 a2b2,57
https://lichess.org/GFLZn7XU,Army333,Chessgod12312301,,,2039,2067,0-1,-8,+30,600+5,Normal,A80,Dutch Defense: Raphael Variation,d2d4 f7f5 b1c3 e7e6 e2e4 f5e4 d1h5 g7g6 h5e5 d8f6 e5c7 b8c6 d4d5 f8b4 c1d2 e6d5 e1c1 b4d6 c3d5 d6c7 d5f6 g8f6 d2c3 c7e5 c3d2 d7d5 c2c4 d5d4,28
https://lichess.org/WNqEhgLi,allangarcia2021,BRUNNOSANTOS,,,2045,2132,0-1,-5,+4,600+0,Normal,B32,Sicilian Defense: Löwenthal Variation,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 e7e5 d4b5 a7a6 b5d6 f8d6 d1d6 d8e7 d6d2 e7b4 c2c3 b4e4 f1e2 e4g2 h1f1 g2h2 d2d6 g8e7 e2f3 e7f5 d6d3 f5h4 f1h1 h4g2 f3g2 h2g2 h1h7 g2g1 e1e2 h8h7 d3h7 g1c1 h7g8 e8e7,40
https://lichess.org/yV8vBBYK,beiakak,quintgarck,,,2073,2014,0-1,-7,+7,600+0,Time forfeit,C00,French Defense,e2e4 e7e6 d2d4 d7d5,4
https://lichess.org/3KmunfcB,vonstolzing,manchessdaza,,,2061,2144,1-0,+7,-14,600+0,Normal,B27,Sicilian Defense: Hyperaccelerated Fianchetto,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 d1d4 g8f6 e4e5 b8c6 d4a4 f6d5 f1c4 d5b6 c4f7 e8f7 f3g5 f7e8 a4f4 d7d5 f4f7 e8d7 e5e6 d7d6 c1f4 d6c5 f4e3 d5d4 g5e4 c5b5 b1a3 b5a4 e4c5 a4a5 e3d2 c6b4 c2c3 b6d5 c3b4 a5b6 c5a4 b6c7 d2f4,43
https://lichess.org/Khuevx3G,PutraWajo1978,Skywarrior_22,,,2000,2024,0-1,-5,+8,600+0,Time forfeit,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation",e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 f1e2 g7g6 c1f4 f8g7 e4e5 d6e5 f4e5 e8g8 e1g1 b8d7 f2f4 b7b5 d4c6 d8b6 c6d4 c8b7 g1h1 a8d8 d1e1 d7e5 f4e5 d8d4 e5f6 g7f6 e2f3 f6h4 e1e3 b7f3 e3f3 e7e6 c3e4 f7f5 e4c3 f8d8 c3e2 d4d2 e2f4 e6e5 f4h3 b6d4 f3b3 d4d5 b3b4 d8d6 f1g1 h4f6 b4a5 f6d8 a5c3 d8b6 c3c8 d6d8 c8a6 b6g1 a1g1 d8d6 a6c8 g8g7 c8c7 d6d7 c7b8 h7h6,72
https://lichess.org/Si05pGOH,The_runner19,Abigails,,,2145,2106,1-0,+5,-9,600+0,Normal,B40,Sicilian Defense: Four Knights Variation,e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 g8f6 b1c3 b8c6 c1e3 f8b4 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 d3b5 c8d7 e1g1 b4c3 b5d7 d8d7 b2c3 e8g8 e3d4 d7e7 a1b1 f8c8 d1d3 f6e4 f2f3 e4c5 d3e3 c5d7 b1b7 e7d6 e3g5 e6e5 b7d7 d6d7 d4e5 f7f6 e5f6 c8f8 f6d4 a8b8 f1e1 f8f7 h2h3 b8b2 g5e5 h7h6 a2a4 b2c2 a4a5 d7a4 e5d5 a4a2 e1e8 g8h7 d5e4 g7g6 e8h8,65
https://lichess.org/O7wNTncs,Jireh2017,BestTeacher,,,2034,2028,1-0,+6,-6,600+0,Time forfeit,A51,Indian Defense: Budapest Defense,d2d4 g8f6 c2c4 e7e5 d4d5 f8c5 e2e3 d7d6 a2a3 a7a5 b1c3 e8g8 f1d3 c8g4 f2f3 g4h5 g1e2 h5g6 e2g3 c7c6 e1g1 c6d5 c4d5 b8d7 g1h1 f6h5 g3e4 d8h4 c1d2 f7f5 d2e1 h4e7 e4c5 d7c5 d3c2 e5e4 f3f4 a8b8 c3b5 b7b6 b2b4 a5b4 a3b4 e7d7 d1e2 c5d3 c2d3 e4d3 e2d3 b8a8 e1h4 h5f6 b5d4 f6e4 d4e6 f8e8 d3d4 a8a1 f1a1 h7h6 a1c1 g8h7 c1c7 d7c7 e6c7 e8c8 d4b6,67
https://lichess.org/jAvTgi4S,Jking789,munasr,,,2280,2124,1/2-1/2,-2,+3,600+0,Normal,B06,Modern Defense: Standard Defense,e2e4 d7d6 d2d4 g7g6 b1c3 f8g7 c1e3 g8f6 d1d2 e8g8 f2f3 b7b6 e1c1 c8a6 f1a6 b8a6 g1e2 c7c5 h2h4 c5d4 e2d4 a8c8 g2g4 f6d7 h4h5 d7e5 h5g6 e5c4 d2h2 f7g6 h2h7 g8f7 h1h6 c4e5 h6g6 e5g6 d4f5 f8g8 e3h6 d8f8 h6g7 g8g7 f5g7 f8g7 h7h5 c8c5 d1d5 g7f6 d5f5 c5f5 g4f5 a6c5 c3d5 f6g7 f5g6 g7g6 h5g6 f7g6 d5e7 g6f6 e7c8 f6e5 c8a7 e5f4 a7c8 c5b7 c8b6 f4f3 a2a4 f3e4 b2b4 e4d4 a4a5 b7a5 b4a5 d4c5 c2c4 c5c6 c1c2 c6b7 c2c3 b7a6 c3d4 a6a5 d4d5 a5b6 d5d6 b6a5 c4c5 a5b5 c5c6 b5b4 d6d7 b4b5 c6c7 b5b4 c7c8q b4b5 c8c6 b5b4 d7d6 b4b3 c6c5 b3b2 d6d5 b2b3 c5c4 b3b2 d5d4 b2a3 c4c3 a3a4 d4c5,113
https://lichess.org/oEMqme5L,sameer_princee,PaulNikol,,,2075,2034,0-1,-6,+7,600+0,Normal,C23,Bishop's Opening: Boi Variation,e2e4 e7e5 f1c4 f8c5 b1c3 d7d6 d2d3 h7h6 a2a3 a7a5 h2h3 b8c6 g1e2 c5d4 e2d4 c6d4 c3e2 d4e2 d1e2 c8e6 c4e6 f7e6 e2h5 e8d7 e1g1 g8f6 h5f7 d8e7 f7g6 h8g8 f2f4 e5f4 f1f4 e7e8 g6e8 a8e8 c1d2 b7b6 a1f1 e8e7 d3d4 f6h5 f4g4 h5f6 g4f4 f6h5 f4f3 g7g5 g2g4 h5f4 d2f4 g5f4 f3f4 h6h5 c2c3 e6e5 d4e5 e7e5 f4f7 d7c6 f1f4 e5g5 g1f2 h5g4 h3g4 g5g4 f4g4 g8g4 f2e3 g4g2 f7f3 g2b2 c3c4 b2b3 e3f4 b3f3 f4f3 c6c5 f3f4 c5c4 e4e5 d6e5 f4e5 c4b3 e5d5 b3a3 d5c6 a3b3 c6c7 a5a4 c7b6 a4a3,92
https://lichess.org/DhL8Doh8,atabegov,pamperox,,,2054,2087,1-0,+6,-6,600+0,Normal,C11,"French Defense: Steinitz Variation, Boleslavsky Variation",e2e4 e7e6 d2d4 d7d5 b1c3 g8f6 e4e5 f6d7 f2f4 c7c5 g1f3 b8c6 c1e3 d8b6 d1d2 c5d4 f3d4 b6d8 f1b5 c6d4 e3d4 f8b4 e1g1 d8a5 a2a3 b4c3 b5d7 c8d7 d4c3 a5c7 c3d4 b7b6 f1f3 e8g8 f3g3 a8c8 c2c3 d7b5 a3a4 b5a6 b2b4 c7c4 b4b5 a6b7 a1f1 a7a6 f4f5 e6f5 f1f5 a6b5 d2h6 g7g6 e5e6 f7f6 g3g6 g8h8 h6g7,57
https://lichess.org/wm1pwuYI,rodrix7,mr_tomsah,,,2117,2052,1-0,+7,-5,600+0,Normal,A20,English Opening: King's English Variation,c2c4 e7e5 g2g3 g8f6 f1g2 f8c5 b1c3 e8g8 g1f3 d7d6 c3a4 c5b6 a4b6 a7b6 a2a3 b8c6 e1g1 c8g4 h2h3 g4h5 d2d3 f8e8 e2e4 c6d4 c1e3 c7c6 g1h2 d6d5 e3d4 e5d4 g3g4 d5e4 d3e4 h5g4 h3g4 f6g4 h2g1 d8d6 d1d4 d6f4 e4e5 f4f5 a1e1 a8d8 d4e4 f5h5 e4f4 e8e6 e1e4 e6g6 e5e6 f7e6 f3e5 d8f8 f4g3 g4e5 g3e5 h5f3 e5e6 g6e6 g2f3 e6e4 f3e4 f8f4 f2f3 g7g5 g1g2 h7h5 b2b3 g5g4 g2g3 f4f6 f1h1 g4f3 e4f3 f6g6 g3f2 g6g5 h1h5 g5h5 f3h5 g8f8 f2e3 f8e7 e3d4 e7d6 h5f7 c6c5 d4e4 d6c6 a3a4 c6c7 f7e8 c7b8 e8b5 b8a7 e4e5 a7b8 e5d6 b8c8 b5e8 c8d8 e8g6 d8c8 g6f5 c8b8 f5e4 b8a7 d6c7 a7a6 e4b7 a6a5 b7f3 b6b5 a4b5 a5b4 f3d1 b4c3 b5b6 c3d2 d1h5 d2c3 b6b7 c3b3 h5f7,125
https://lichess.org/ecaekAN2,Afri-Alhanan,almiric,,,2087,2029,0-1,-6,+7,600+0,Normal,C41,Philidor Defense,e2e4 e7e5 g1f3 d7d6 f1c4 c8e6 c4b3 e6b3 a2b3 a7a6 d2d4 e5d4 f3d4 h7h6 e1g1 b8d7 c2c4 g7g6 b1c3 f8g7 c1e3 g8e7 d1d2 d7e5 h2h3 g6g5 f2f4 g5f4 e3f4 e7g6 f4g3 g6e7 f1f2 d8d7 a1f1 f7f6 b3b4 e8c8 b4b5 e5c4 d2e2 a6b5 c3b5 c4b6 f1c1 c7c6 b5d6 c8b8 d4f5 e7f5 d6f5 b8c8 b2b4 g7f8 b4b5 c6c5 e2b2 d7e6 g1h1 h8g8 g3h2 f8e7 f5e7 e6e7 f2f6 e7e4 f6b6 e4e3 c1c5 e3c5 h2g1 d8d1 b6b7 c5g1,74
https://lichess.org/vw0jjHLo,FritzBrown,t6w,,,2334,2430,0-1,-4,+10,600+0,Normal,A08,King's Indian Attack: Sicilian Variation,g1f3 d7d5 g2g3 c7c5 f1g2 g7g6 e1g1 b8c6 d2d4 c5d4 f3d4 f8g7 d4c6 b7c6 c2c4 g8f6 b1c3 e8g8 c4d5 c6d5 c3d5 f6d5 d1d5 d8d5 g2d5 a8b8 c1e3 b8b2 e3a7 b2e2 a1e1 e2d2 d5b3 c8h3 e1d1 d2b2 f1e1 e7e6 a7e3 g7c3 d1b1 b2b1 e1b1 h3g4 b1c1 c3b2 c1c2 b2a3 f2f4 g4d1 c2d2 d1b3 a2b3 f8b8 d2d3 h7h5 g1f2 f7f5 e3d4 g8f7 f2e3 g6g5 f4g5 a3c1 e3f3 c1g5 h2h4 g5e7 d4e5 b8b5 f3f4 e7f8 d3d7 f7g6 d7d3 f8h6 f4f3 b5e5,78
https://lichess.org/jdcBLJtA,M23451,Jscr777,,,2083,2031,1-0,+5,-4,600+0,Time forfeit,B13,Caro-Kann Defense: Panov Attack,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 c2c4 g8f6 g1f3 g7g6 b1c3 f8g7 c4d5 f6d5 f1b5 b8c6 e1g1 e8g8 b5c6 b7c6 c1g5 h7h6 g5h4 c8g4 f1e1 g6g5 h4g3 d8b6 c3d5 c6d5 e1e7 g4f3 d1f3 b6b2 a1d1 a8c8 g3e5 c8c1 e5g7 b2d2 e7e1 g8g7 d1c1,43
https://lichess.org/iCC790Js,AndrewPBell,jjKas,,,2191,2163,1-0,+5,-25,600+5,Normal,A10,English Opening: Anglo-Dutch Defense,c2c4 f7f5 g2g3 g8f6 f1g2 e7e5 b1c3 f8e7 g1h3 d7d6 e1g1 e8g8 d2d4 c7c6 b2b4 a7a5 b4b5 c8d7 a2a4 d7e6 d4e5 d6e5 b5c6 b8c6 c3d5 e5e4 h3f4 e6f7 a1b1 c6b4 d5b4 a5b4 c1d2 f7c4 d2b4 g7g5 f4h3 d8d1 f1d1 e7b4 b1b4 c4e2 d1e1 e2d3 h3g5 f6d5 b4b7 a8a4 g5e6 f8f7 b7b8,51
https://lichess.org/4XdOH7vq,Deepwater_01,Abdensa_12345,,,2171,2108,0-1,-7,+7,600+0,Normal,C64,"Ruy Lopez: Classical Variation, Charousek Variation",e2e4 e7e5 g1f3 b8c6 f1b5 f8c5 c2c3 c5b6 d2d4 e5d4 c3d4 g8e7 d4d5 c6b8 b5c4 d7d6 c1g5 f7f6 g5d2 e8g8 e1g1 g8h8 b1c3 a7a6 a2a4 c8g4 h2h3 g4h5 a4a5 b6a7 c4e2 b8d7 a1c1 d7c5 b2b4 c5d7 g2g4 h5g6 f3h4 d7e5 g1g2 g6f7 f2f4 e5g6 h4f3 e7g8 f4f5 g6e7 b4b5 a6b5 c3b5 a7c5 f3d4 c7c6 d5c6 b7c6 d4b3 c6b5 b3c5 d6c5 c1c5 f7c4 e2c4 b5c4 c5c4 d8d3 d1c1 f8d8 d2b4 d3b3 f1f3 b3a2 c4c2 a2a4 c2c4 a4d7 c4c7 d7d1 c1d1 d8d1 b4e7 a8a5 c7c8 h7h6 e7f8 a5a2 g2g3 d1d7 f3b3 h8h7 f8c5 g8e7 c5e7 d7e7 b3b8 a2a3 g3h4 g7g5 h4h5 a3h3,100
https://lichess.org/8inc6I5R,Apocalipchess,pepesuquilvide,,,2097,2004,0-1,-9,+17,900+10,Normal,E70,King's Indian Defense: Normal Variation,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 e8g8 e4e5 f6e8 f2f4 d7d6 g1f3 c7c5 d4c5 d8c7 c3d5 c7d7 f1e2 d6c5 c1e3 e7e6 d5c3 d7c6 e1g1 a7a6 d1c2 b7b6 f3g5 c6c7 e2f3 c8b7 g5e4 b8c6 a1d1 c6e5 f4e5 c7e5 e3c1 a8b8 c2e2 f7f5 e4g5 e5e2 c3e2 b7f3 f1f3 e6e5 g5e6 f8f7 e6g7 e8g7 f3d3 g7e6 d3d7 e6d4 d7d4 e5d4 c1g5 b8e8 e2f4 g8g7 f4d5 e8e2 d1d2 e2d2 g5d2 b6b5 c4b5 a6b5 a2a3 f7d7 d5f4 g7f6 g1f2 g6g5 f4d3 d7d5 g2g3 h7h5 h2h4 g5h4 g3h4 c5c4 d2g5 f6g7 d3f4 d5d7 f4h5 g7f8 h5g3 c4c3 b2c3 d4c3 f2e2 c3c2 g3f5 d7d1 f5e3 d1e1 e2e1 c2c1q e1e2 c1b2 e2f3 b2a3 f3g4 b5b4 e3f5 a3b3 h4h5 b3d1 g4h4 b4b3 h5h6 b3b2,116
https://lichess.org/Lz5oMhGB,OozmaKappa27,DensLuhv,,,2168,2215,0-1,-20,+5,600+0,Normal,C02,French Defense: Advance Variation,e2e4 e7e6 d2d4 d7d5 e4e5 c7c5 c2c3 c5d4 c3d4 c8d7 b1c3 b8c6 a2a3 g8e7 g1f3 e7f5 b2b4 a7a6 f1e2 a8c8 c1b2 f8e7 g2g4 f5h4 a1c1 h4g2 e1f1 g2f4 h2h4 c6a7 d1d2 f4e2 c3e2 d7b5 f1g2 b5c4 e2g3 a7c6 g3h5 e8g8 h5f4 a6a5 b2c3 a5b4 a3b4 b7b5 g4g5 c8a8 c1a1 g7g6 g2g3 d8b6 h4h5 a8a1 h1a1 c6d8 d2e1 b6c7 c3d2 d8c6 h5g6 f7g6 f4e6 f8f3 g3f3 c7c8 e6c5 c8h3 f3f4 h3h4 f4f3 c6d4 f3g2 h4g4 g2h1 g4h3,76
https://lichess.org/WkvKX9qz,NedamReddam,wiseOldMan1,,,2456,2418,1/2-1/2,-1,+1,600+0,Normal,B47,"Sicilian Defense: Taimanov Variation, Bastrikov Variation",e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 b8c6 b1c3 d8c7 f1e2 a7a6 d4c6 b7c6 d1d3 d7d5 d3g3 c7g3 h2g3 g8f6 g3g4 f8b4 c1d2 d5d4 c3b1 a6a5 a2a3 b4e7 g4g5 f6d7 a3a4 c8a6 b1a3 d7c5 f2f3 d4d3 c2d3 c5d3 e2d3 a6d3 a1c1 e8g8 c1c3 f8d8 c3c6 d8d4 d2c3 d4a4 e1f2 e7g5 h1d1 d3a6 d1d7 a4a3 b2a3 a6b5 d7c7 b5c6 c7c6 a5a4 c3b4 h7h5 f2g3 g7g6 f3f4 g5f6 e4e5 f6g7 g3f3 g7f8 b4f8 g8f8 c6c4 f8e7 c4d4 e7f8 f3e4 f8g7 g2g3 a8a7 e4f3 g7h6 g3g4 g6g5 f4g5 h6g5 g4h5 g5h5 f3f4 h5g6 d4c4 a7a5 c4b4 f7f6 e5f6 g6f6 f4e4 a5h5 b4b8 h5h4 e4f3 h4h3 f3e4 h3a3 b8f8 f6e7 f8a8 a3h3 a8a4 h3h4 e4e5 h4a4,112
https://lichess.org/jFiggWHY,Dwi_Rachmanto,dreamscorpion,,,2064,2008,0-1,-7,+7,600+0,Normal,C38,King's Gambit Accepted: Hanstein Gambit,e2e4 e7e5 f2f4 e5f4 g1f3 g7g5 f1c4 f8g7 e1g1 d7d6 b1c3 c8g4 h2h3 g4h5 d2d4 b8c6 c4d5 g7d4 g1h2 d4e5 d5c6 b7c6 d1d3 h5f3 d3f3 h7h5 c3e2 g8f6 h2g1 g5g4 h3g4 h5g4 f3d3 f4f3 e2f4 f6h5 f4h5 h8h5 d3e3 c6c5 e3e1 f3g2 g1g2 h5h2 g2g1 g4g3 c1f4 d8h4 f4e5 h2h1 g1g2 h4h3 g2f3 g3g2 f3e2 h1f1 e1g3 h3h5 e2d3 g2g1q a1f1,61
https://lichess.org/qdr5KwIB,Perico100,PPWakker,,,2225,2214,1-0,+6,-6,600+5,Normal,D00,Queen's Pawn Game: Hübsch Gambit,d2d4 g8f6 b1c3 d7d5 e2e4 f6e4 c3e4 d5e4 c1e3 c8f5 g2g4 f5g6 g1e2 b8d7 e2f4 e7e6 h2h4 h7h5 f4g6 f7g6 f1g2 d8f6 g2e4 h5g4 d1g4 f8e7 e4g6 e8d8 e1c1 h8h4 h1h4 f6h4 g4e6 h4f6 e6e4 c7c6 d4d5 c6c5 d5d6 e7d6 g6f5 d8c7 f5d7 c7d7 e3f4,45
https://lichess.org/q7VUbL7z,alegonzalez19,diomedesdiaz,,,2187,2202,1-0,+53,-9,600+0,Normal,D02,Queen's Pawn Game: London System,d2d4 d7d5 c1f4 g8f6 g1f3 e7e6 e2e3 c7c5 c2c3 d8b6 d1b3 b8c6 b1d2 c8d7 f1e2 c5c4 b3d1 h7h6 a1b1 f6h5 f3e5 h5f4 e3f4 c6e5 f4e5 f8e7 e1g1 e8c8 b2b3 c4b3 b1b3 b6c6 d1b1 f7f6 c3c4 f6e5 c4d5 e6d5 f1c1 e7g5 c1c6 d7c6 d2f3 e5d4 f3d4 d8e8 e2g4 c8c7 d4c6 b7c6 b3b7 c7d6 b1b4 c6c5 b7d7 d6e5 b4c3 d5d4 c3c5 e5f6 c5f5,61
https://lichess.org/St6XxcKX,tirelessfighter4,Sigarilyo,,,2155,2117,1-0,+17,-16,600+0,Normal,C01,French Defense: Exchange Variation,e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 f1d3 g8f6 g1e2 f8d6 e1g1 e8g8 e2g3 c8g4 f2f3 g4e6 c1g5 c7c5 c2c3 c5d4 c3d4 b8c6 d3c2 h7h6 g5f6 d8f6 g3e2 e6f5 b1c3 f5c2 d1c2 c6d4 c2d3 d4e2 d3e2 a8e8 e2d3 d5d4 c3e4 f6f4 g2g3 f4e3 d3e3 d4e3 e4d6 e8d8 d6c4 f8e8 f1e1 d8d3 a1d1 d3d1 e1d1 e3e2 d1e1 b7b5 c4d6 e8d8 d6b5 d8d1 g1f2,61
https://lichess.org/CDWwP856,ANIL_VURALL,jacintoaquinorego,,,2076,2037,0-1,-29,+13,600+0,Normal,B52,"Sicilian Defense: Moscow Variation, Main Line",e2e4 c7c5 g1f3 d7d6 f1b5 c8d7 b5d7 b8d7 e1g1 g8f6 f1e1 g7g6 c2c3 f8g7 d2d4 c5d4 c3d4 e8g8 e4e5 f6d5 b1c3 d5c3 b2c3 d6e5 d4e5 d8c7 c1g5 d7e5 f3e5 g7e5 e1e3 e7e6 d1e2 e5g7 h2h4 h7h5 g2g4 h5g4 e2g4 a8c8 a1c1 c7c4 f2f4 g7d4 h4h5 d4e3 g1h2 c4a2 h2h3 e3c1 g5f6 c8c3 f6c3 a2b3 h3h4 b3c3 g4g5 c3e1 h4h3 e1f1 h3g4 f1g1 g4f3 g1g5 f4g5 c1g5 h5g6 f7g6 f3g4 g5d8 g4g3 f8f5 g3g2 e6e5 g2g3 e5e4 g3g2 e4e3 g2g3 e3e2 g3g4 e2e1q g4h3 e1h4 h3g2 f5g5 g2f3 g5g3 f3e2 h4h2,90
